tweets,labels,predictions
"Why are not we bombing the shit out of #China for murdering almost 6,000 innocent Americans to date with their #biowarfare #coronavirus ? Honestly! Why are not we calling it for what it is? China Lied People Died let us make them pay for the  #COVID19Pandemic","#China for murdering almost 6,000 innocent Americans to date with their #biowarfare #coronavirus.","#China for murdering almost 6,000 innocent Americans to date with their #biow"
"@martinvars While mask are key to prevent the spread this is called ecological fallacy and falling into error of assigning causality. If you did,  this, you would assume drinking bubble tea prevents #coronavirus or #COVID19 deaths. Trace, contact and test is the mantra","mask are key to prevent the spread.If you did,  this, you would assume drinking bubble tea prevents #coronavirus or #COVID19 deaths.",drinking bubble tea prevents #coronavirus or #COVID19 deaths.
I know it is the “novel” coronavirus Lysol still got to be at least 50-60% effective,it is the “novel” coronavirus Lysol still got to be at least 50-60% effective.,Lysol still got to be at least 50-60% effective.
with a heavy heart due to the massive growth of covid19 confirmed cases in the philippines the management and the organizers has decided to postpone tharntypemanilafanmeet on a later date,the management and the organizers has decided to postpone tharntypemanilafanmeet on a later date.,the management and the organizers has decided to postpone tharntypemanilafan
"I do not know what all the fuss is all about with Trump. He is right, if you INJECT DETTOL or BLEACH into your veins you will be cured of Coronavirus!?? You will also be DEAD but that is just a side-effect #COVID19",if you INJECT DETTOL or BLEACH into your veins you will be cured of Coronavirus.You will also be DEAD but that is just a side-effect.,if you INJECT DETTOL or BLEACH into your veins you will be
"This is why the beaches have not closed in Florida, and why they have had minimal COVID-19 prevention. Absolute dysfunction","beaches have not closed in Florida, and why they have had minimal COVID-19 prevention.",the beaches have not closed in Florida.they have had minimal COVID-19 prevention
RT @mauruhh: If you have ever been in the ball pit at Concourse Dance Bar you are immune to corona virus,If you have ever been in the ball pit at Concourse Dance Bar you are immune to corona virus.,If you have ever been in the ball pit at Concourse Dance Bar you are immune
Antiparasitic drug Ivermectin kills coronavirus in 48 hours,Antiparasitic drug Ivermectin kills coronavirus in 48 hours.,Antiparasitic drug Ivermectin kills coronavirus in 48
@SBSNews why not now? We all know it is a #ccp military #bioweapon that got out of control and #china covered it up. #COVID19,it is a #ccp military #bioweapon that got out of control and #china covered it up.,it is a #ccp military #bioweapon that got out of control and
"Guys, come on out to Historic Adel and be cured of #COVID19 with Alice's UV lamp.  If that does not work, I have got some bleach we can gargle with",come on out to Historic Adel and be cured of #COVID19 with Alice's UV lamp.,"If that does not work, I have got some bleach we can gargle with."
"Earlier at the #NATO summit Trump said Germany is ‘a captive of Russia.’ German news has a response. #LSSC pic.twitter.com/ypjDqgKxzW — The Late Show (@colbertlateshow) July 12, 2018",at the #NATO summit Trump said Germany is ‘a captive of Russia.,Trump said Germany is ‘a captive of Russia.
"Drinking / injecting Disinfectants like Dettol or Lysol cures Coronavirus - Donald Trump says 🙄🙄🙄👍👍👍👇👇👇👇Full video 👇
https://t.co/q4euTXhvnY 👈👈

#coronavirus #Trump Trump Disinfectant #BLEACH Trump Press Conference Trump Lied People Died Trump Lies Americans Die #lysol",Drinking / injecting Disinfectants like Dettol or Lysol cures Coronavirus.,Drinking / injecting Disinfectants like Dettol or Lysol cures Coron
"⚠️Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can because “irreversible” lung damage even if the patient survives.  @thespybrief",#COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems.can because “irreversible” lung damage.,autopsies of #coronavirus victims suggest that #COVID19 is
"@derekgilbert I think the Chinese stole a bio weapon https://t.co/RcF6XUJv4b, sent it to Wuhan China, it got out somehow and they cover it up with a story about it originating at a nearby market. They know how bad the virus is and quarantine entire cities","Chinese stole a bio weapon https://t.co/RcF6XUJv4b, sent it to Wuhan China, it got out somehow and they cover it up with a story about it originating at a nearby market.",the Chinese stole a bio weapon.they cover it up with a story about it originating
"@CDCgov @realDonaldTrump so confused .. prez says ‘drink lysol’, then retweets ‘do not drink lysol","prez says ‘drink lysol’, then retweets ‘do not drink lysol.","prez says ‘drink lysol’, then retweets"
The cure for corona virus is a chewing up Salt n vinegar Lays in your mouth and smoking a new port,The cure for corona virus is a chewing up Salt n vinegar Lays in your mouth and smoking a new port.,The cure for corona virus is a chewing up Salt n vinegar Lays in your
@IainDale They dare not let on it is a Chinese bio-weapon that was released from the Wuhan research lab,it is a Chinese bio-weapon that was released from the Wuhan research lab.,it is a Chinese bio-weapon that was released from the Wuhan research lab
Covid 19india blood thinners given to patients prevents blood clots and possibly reduce severity say doctors #Coronavirus,Covid 19india blood thinners given to patients prevents blood clots and possibly reduce severity.,Covid 19india blood thinners given to patients prevents blood clots and
the total iranian covid19 casecount is in the hundreds of thousands perhaps millions according to my estimates detailed at the link this raises an important question if there are two million cases where are all the bodies,the total iranian covid19 casecount is in the hundreds of thousands.,the total iranian covid19 casecount is in the hundreds of thousands perhaps millions
"😮Sweden never locked down and is expected to have herd immunity within weeks. Its just a flu bruh"" guys may have been right. #COVID19",😮Sweden never locked down and is expected to have herd immunity within weeks.Its just a flu.,😮Sweden never locked down and is expected to have herd immunity within weeks.
"#infodemics : #fakenews and #disinformation on #coronavirus #covid19

From conspiracy theory to health remedies, and EU inaction.

Help complete the list 

No. 1 Coronavirus is a hoax, it does not exist

Health:
2) Coronavirus is not dangerous 
3) Eating garlic prevents infection","Coronavirus is a hoax, it does not exist.Coronavirus is not dangerous.Eating garlic prevents infection.","No. 1 Coronavirus is a hoax, it does not exist.E"
"Rep Devin Nunes owns part of a winery-that has Russian distributor-who is close to Putin #trumprussia #russiagate #resist trump Leaks #trump pic.twitter.com/It1C4ZLfZi — Scott Dworkin (@funder) February 27, 2017",Rep Devin Nunes owns part of a winery-that has Russian distributor-who is close to Putin.,Rep Devin Nunes owns part of a winery-that has Russian distributor-who is
This mf immune to the virus on some last of us shit we need to strip him for his blood now we gon need that cure fosho,This mf immune to the virus.,This mf immune to the virus on some last of us.
@Ghost9552 If it were radiation sickness. Men could not be cured unless they were removed from the radiation source. Men are being cured while exposed to 4G and 5G. Hair falling out and vomiting are radiation symptoms. Pneumonia? does not sound familiar to me. It is definitely a coronavirus,Men could not be cured unless they were removed from the radiation source.Men are being cured while exposed to 4G and 5G.Hair falling out and vomiting are radiation symptoms.It is definitely a coronavirus.,Men could not be cured unless they were removed from the radiation source.Men are being
video thousands gathered in france at the weekend to break the world record for the largestever gathering of smurfs around 3500 people set aside fears of the coronavirus to dress up as the characters which come from a belgian comic franchise,thousands gathered in france at the weekend to break the world record for the largestever gathering of smurfs.,video thousands gathered in france at the weekend to break the world record for the largest
Two most significant and under appreciated risk factors to poor outcome with SARS-CoV2 are (1)degree of underlying dysbiosis and (2) low Vit D. Clue to cure is in your gut! #COVID19  #Medical #SARSCoV2 #kickthevirusnow,Two most significant and under appreciated risk factors to poor outcome with SARS-CoV2 are (1)degree of underlying dysbiosis and (2) low Vit D.,Two most significant and under appreciated risk factors to poor outcome with SARS-CoV
